mount,x_mm,y_mm,r_over_a,sensor_x_mm,sensor_y_mm,sensor_r_over_a,station,used,mic_dur_ms,mic_jam,strike,peak_mv,pp_mv,snr_db,clipped,rail_ms,rail_max_ms,jam,T60_ms,tau_ms,decay_r2,mode1_hz,mode2_hz,mode3_hz,energy_mv2s,png
mount2,0.0,8.0,0.32,-2.768,6.094,0.2677,4,True,-1,,3,338.2,593.1,40.0,False,0.0,0.0,False,305.3,44.2,0.974,290.3,501.1,,426.8,strike_003_p15ms.jpg
mount2,0.0,12.0,0.48,-2.768,6.094,0.2677,4,True,-1,,1,-602.9,972.1,38.1,False,0.0,0.0,False,138.1,20.0,0.942,290.3,509.4,,1923.3,strike_001_p15ms.jpg
mount2,0.0,12.0,0.48,-2.768,6.094,0.2677,4,True,-1,,2,-594.7,965.4,38.6,False,0.0,0.0,False,153.2,22.2,0.939,290.4,509.6,,1827.5,strike_002_p15ms.jpg
mount2,0.0,12.0,0.48,-2.768,6.094,0.2677,4,True,-1,,3,-532.9,868.9,40.1,False,0.0,0.0,False,179.2,25.9,0.979,290.5,506.8,559.2,1407.7,strike_003_p15ms.jpg
mount2,0.0,16.0,0.64,-2.768,6.094,0.2677,4,True,-1,,1,-176.2,291.3,46.4,False,0.0,0.0,False,435.1,63.0,0.979,290.9,510.2,120.3,160.0,strike_001_p15ms.jpg
mount2,0.0,16.0,0.64,-2.768,6.094,0.2677,4,True,-1,,2,-197.8,308.7,41.5,False,0.0,0.0,False,481.1,69.6,0.984,290.8,509.8,,153.1,strike_002_p15ms.jpg
mount2,0.0,16.0,0.64,-2.768,6.094,0.2677,4,True,-1,,3,-219.3,336.0,43.8,False,0.0,0.0,False,548.8,79.5,0.984,290.7,509.7,559.9,156.1,strike_003_p15ms.jpg
mount2,0.0,20.0,0.8,-2.768,6.094,0.2677,4,True,-1,,1,-149.3,234.4,44.6,False,0.0,0.0,False,674.9,97.7,0.935,291.3,510.5,103.9,74.3,strike_001_p15ms.jpg
mount2,0.0,20.0,0.8,-2.768,6.094,0.2677,4,True,-1,,2,-149.2,257.7,45.1,False,0.0,0.0,False,664.9,96.3,0.944,291.3,510.1,267.8,89.9,strike_002_p15ms.jpg
mount2,0.0,20.0,0.8,-2.768,6.094,0.2677,4,True,-1,,3,-144.6,265.3,43.7,False,0.0,0.0,False,564.7,81.7,0.942,291.4,509.6,267.7,90.7,strike_003_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,False,-1,,1,2480.0,4945.1,40.2,True,13.25,7.62,False,163.4,23.7,0.95,289.4,,,72627.8,strike_001_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,False,-1,,2,-2474.2,4945.1,34.0,True,16.12,11.5,False,509.8,73.8,0.907,289.6,,,93780.2,strike_002_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,True,-1,,3,-2477.6,4945.1,34.7,True,15.62,4.62,False,388.6,56.3,0.908,289.6,,,85563.8,strike_003_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,True,-1,,4,2473.3,4945.7,34.0,True,15.5,8.75,False,399.9,57.9,0.943,289.8,,,89403.0,strike_004_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,False,-1,,5,-2486.1,4945.1,32.7,True,15.5,15.5,False,643.6,93.2,0.944,289.3,691.7,,94090.4,strike_005_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,False,-1,,6,-2490.9,4910.3,45.7,False,0.0,0.0,False,220.5,31.9,0.846,290.7,,,39008.0,strike_006_p15ms.jpg
mount2,0.0,-0.0,0.0,0.401,0.162,0.0173,1,True,-1,,7,2468.4,4936.2,49.2,True,2.12,1.25,False,454.8,65.8,0.97,289.3,,,44346.9,strike_007_p15ms.jpg
mount2,-4.0,4.0,0.2263,-2.768,6.094,0.2677,4,True,-1,,1,205.2,310.0,35.1,False,0.0,0.0,False,163.5,23.7,0.971,289.7,465.0,501.8,368.9,strike_001_p15ms.jpg
mount2,-4.0,4.0,0.2263,-2.768,6.094,0.2677,4,True,-1,,2,205.1,297.1,33.8,False,0.0,0.0,False,149.4,21.6,0.959,289.7,465.4,501.7,376.1,strike_002_p15ms.jpg
mount2,-4.0,4.0,0.2263,-2.768,6.094,0.2677,4,True,-1,,3,200.3,299.4,35.1,False,0.0,0.0,False,165.2,23.9,0.962,289.7,466.7,501.5,374.3,strike_003_p15ms.jpg
mount2,-4.0,8.0,0.3578,-2.768,6.094,0.2677,4,True,-1,,1,417.1,607.9,40.1,False,0.0,0.0,False,300.9,43.6,0.987,290.1,505.6,559.5,768.6,strike_001_p15ms.jpg
mount2,-4.0,8.0,0.3578,-2.768,6.094,0.2677,4,True,-1,,2,403.2,580.3,41.9,False,0.0,0.0,False,255.9,37.0,0.994,290.0,505.1,559.3,672.6,strike_002_p15ms.jpg
mount2,-4.0,8.0,0.3578,-2.768,6.094,0.2677,4,True,-1,,3,448.8,652.3,39.7,False,0.0,0.0,False,242.9,35.2,0.994,290.2,503.4,560.9,850.8,strike_003_p15ms.jpg
mount2,-4.0,12.0,0.506,-2.768,6.094,0.2677,4,True,-1,,1,-355.7,674.0,40.3,False,0.0,0.0,False,251.7,36.4,0.999,290.4,505.0,579.6,756.8,strike_001_p15ms.jpg
mount2,-4.0,12.0,0.506,-2.768,6.094,0.2677,4,True,-1,,2,338.2,604.6,38.0,False,0.0,0.0,False,232.0,33.6,0.998,290.4,505.2,,712.3,strike_002_p15ms.jpg
mount2,-4.0,12.0,0.506,-2.768,6.094,0.2677,4,True,-1,,3,324.1,535.1,37.4,False,0.0,0.0,False,165.0,23.9,0.964,290.3,510.0,119.0,572.6,strike_003_p15ms.jpg
mount2,-4.0,16.0,0.6597,-2.768,6.094,0.2677,4,True,-1,,1,513.8,705.9,35.3,False,0.0,0.0,False,152.6,22.1,0.925,510.1,290.8,559.4,1955.4,strike_001_p15ms.jpg
mount2,-4.0,16.0,0.6597,-2.768,6.094,0.2677,4,True,-1,,2,510.0,739.5,37.2,False,0.0,0.0,False,173.9,25.2,0.986,290.8,509.9,560.0,1994.9,strike_002_p15ms.jpg
mount2,-4.0,16.0,0.6597,-2.768,6.094,0.2677,4,True,-1,,3,472.2,698.3,35.3,False,0.0,0.0,False,164.2,23.8,0.97,290.8,510.1,761.1,1879.2,strike_003_p15ms.jpg
mount2,-4.0,20.0,0.8158,-2.768,6.094,0.2677,4,True,-1,,1,177.4,290.1,44.6,False,0.0,0.0,False,524.9,76.0,0.947,291.4,510.3,268.9,121.1,strike_001_p15ms.jpg
mount2,-4.0,20.0,0.8158,-2.768,6.094,0.2677,4,True,-1,,2,176.3,287.6,45.0,False,0.0,0.0,False,496.2,71.8,0.95,291.5,509.9,269.1,111.3,strike_002_p15ms.jpg
mount2,-4.0,20.0,0.8158,-2.768,6.094,0.2677,4,True,-1,,3,174.4,287.9,45.5,False,0.0,0.0,False,497.3,72.0,0.957,291.5,510.1,269.2,114.8,strike_003_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,1,-252.3,501.2,42.6,False,0.0,0.0,False,115.4,16.7,0.882,287.0,,,423.0,strike_001_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,2,-245.7,456.4,47.7,False,0.0,0.0,False,300.1,43.4,0.945,286.8,,,298.8,strike_002_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,3,2496.5,3771.3,34.1,True,10.5,8.62,False,663.6,96.1,0.929,286.2,104.7,,71972.7,strike_003_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,4,2495.6,4945.1,35.0,True,13.25,9.12,False,640.4,92.7,0.95,286.3,461.8,508.2,84121.7,strike_004_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,5,80.0,102.1,39.9,False,0.0,0.0,False,229.8,33.3,0.904,286.5,119.5,464.1,22.2,strike_005_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,6,80.8,107.3,41.4,False,0.0,0.0,False,166.9,24.2,0.913,286.4,463.4,120.1,27.3,strike_006_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,7,81.9,108.8,40.5,False,0.0,0.0,False,130.5,18.9,0.922,286.7,464.1,119.8,24.8,strike_007_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,8,80.9,109.0,41.8,False,0.0,0.0,False,160.4,23.2,0.922,461.7,285.9,120.6,26.3,strike_008_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,9,2494.0,4945.1,33.9,True,12.5,9.0,False,512.6,74.2,0.939,286.4,464.3,505.8,78031.9,strike_009_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,False,-1,,10,2495.0,4811.1,41.1,True,9.0,7.25,False,360.6,52.2,0.89,287.4,,,64411.1,strike_010_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,True,-1,,11,2496.8,4350.9,31.9,True,13.75,3.62,False,453.1,65.6,0.975,289.7,,,86891.0,strike_011_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,True,-1,,12,2497.1,4395.7,32.4,True,15.38,15.38,False,256.5,37.1,0.939,288.7,270.3,642.3,102524.2,strike_012_p15ms.jpg
mount2,-4.0,-0.0,0.16,0.401,0.162,0.0173,1,True,-1,,13,2495.6,4338.6,30.7,True,15.12,12.0,False,273.7,39.6,0.923,289.3,,,97034.1,strike_013_p15ms.jpg
mount2,-8.0,4.0,0.3578,-2.768,6.094,0.2677,4,True,-1,,1,188.3,309.4,35.6,False,0.0,0.0,False,175.0,25.3,0.98,289.8,507.6,559.9,307.7,strike_001_p15ms.jpg
mount2,-8.0,4.0,0.3578,-2.768,6.094,0.2677,4,True,-1,,2,190.4,308.5,37.0,False,0.0,0.0,False,176.8,25.6,0.98,289.8,507.1,559.0,305.2,strike_002_p15ms.jpg
mount2,-8.0,4.0,0.3578,-2.768,6.094,0.2677,4,True,-1,,3,182.0,294.8,34.7,False,0.0,0.0,False,171.6,24.8,0.973,289.8,265.3,507.8,299.1,strike_003_p15ms.jpg
mount2,-8.0,8.0,0.4525,-2.768,6.094,0.2677,4,True,-1,,1,491.9,764.5,37.5,False,0.0,0.0,False,173.7,25.1,0.98,290.1,503.5,264.6,1404.3,strike_001_p15ms.jpg
mount2,-8.0,8.0,0.4525,-2.768,6.094,0.2677,4,True,-1,,2,513.0,756.3,37.3,False,0.0,0.0,False,154.4,22.3,0.959,290.1,509.1,560.2,1354.7,strike_002_p15ms.jpg
mount2,-8.0,8.0,0.4525,-2.768,6.094,0.2677,4,True,-1,,3,533.8,800.2,38.1,False,0.0,0.0,False,171.2,24.8,0.979,290.2,509.3,560.0,1375.1,strike_003_p15ms.jpg
mount2,-8.0,12.0,0.5769,-2.768,6.094,0.2677,4,True,-1,,1,587.4,794.1,34.7,False,0.0,0.0,False,139.6,20.2,0.945,510.0,290.3,267.1,2649.6,strike_001_p15ms.jpg
mount2,-8.0,12.0,0.5769,-2.768,6.094,0.2677,4,True,-1,,2,609.5,859.5,34.9,False,0.0,0.0,False,144.3,20.9,0.962,290.4,509.3,559.9,2624.7,strike_002_p15ms.jpg
mount2,-8.0,12.0,0.5769,-2.768,6.094,0.2677,4,True,-1,,3,552.6,770.1,34.3,False,0.0,0.0,False,144.3,20.9,0.943,290.4,502.3,266.2,2648.1,strike_003_p15ms.jpg
mount2,-8.0,16.0,0.7155,-2.768,6.094,0.2677,4,True,-1,,1,493.1,721.9,34.5,False,0.0,0.0,False,159.7,23.1,0.969,290.8,509.5,560.3,2129.5,strike_001_p15ms.jpg
mount2,-8.0,16.0,0.7155,-2.768,6.094,0.2677,4,True,-1,,2,476.2,732.3,35.2,False,0.0,0.0,False,182.6,26.4,0.99,290.8,510.7,580.3,2115.5,strike_002_p15ms.jpg
mount2,-8.0,16.0,0.7155,-2.768,6.094,0.2677,4,True,-1,,3,495.5,736.1,35.9,False,0.0,0.0,False,176.9,25.6,0.99,290.8,509.6,559.9,2136.1,strike_003_p15ms.jpg
mount2,-8.0,20.0,0.8616,-2.768,6.094,0.2677,4,True,-1,,1,155.7,234.5,42.0,False,0.0,0.0,False,269.1,39.0,0.996,291.6,507.0,268.4,87.5,strike_001_p15ms.jpg
mount2,-8.0,20.0,0.8616,-2.768,6.094,0.2677,4,True,-1,,2,171.3,245.5,44.1,False,0.0,0.0,False,470.5,68.1,0.955,291.6,507.4,268.7,93.6,strike_002_p15ms.jpg
mount2,-8.0,20.0,0.8616,-2.768,6.094,0.2677,4,True,-1,,3,158.8,237.3,42.4,False,0.0,0.0,False,481.6,69.7,0.954,291.6,507.0,268.6,89.3,strike_003_p15ms.jpg
mount2,-8.0,-0.0,0.32,5.439,2.519,0.2398,5,True,-1,,1,32.2,42.1,36.8,False,0.0,0.0,False,693.4,100.4,0.941,120.3,287.0,456.1,2.5,strike_001_p15ms.jpg
mount2,-8.0,-0.0,0.32,5.439,2.519,0.2398,5,True,-1,,2,32.6,43.2,37.1,False,0.0,0.0,False,612.7,88.7,0.921,119.8,286.4,,2.6,strike_002_p15ms.jpg
mount2,-8.0,-0.0,0.32,5.439,2.519,0.2398,5,True,-1,,3,32.6,41.0,38.1,False,0.0,0.0,False,580.9,84.1,0.908,120.1,286.7,,2.5,strike_003_p15ms.jpg
mount2,-12.0,4.0,0.506,5.439,2.519,0.2398,5,True,-1,,1,30.9,42.9,33.6,False,0.0,0.0,False,1131.0,163.7,0.851,287.2,119.7,465.6,3.6,strike_001_p15ms.jpg
mount2,-12.0,4.0,0.506,5.439,2.519,0.2398,5,True,-1,,2,31.1,42.9,36.2,False,0.0,0.0,False,942.9,136.5,0.887,287.5,119.8,744.7,3.7,strike_002_p15ms.jpg
mount2,-12.0,4.0,0.506,5.439,2.519,0.2398,5,True,-1,,3,31.9,43.8,37.1,False,0.0,0.0,False,925.1,133.9,0.939,286.9,120.3,463.5,3.4,strike_003_p15ms.jpg
mount2,-12.0,8.0,0.5769,-2.768,6.094,0.2677,4,True,-1,,1,192.8,284.0,37.3,False,0.0,0.0,False,162.2,23.5,0.96,290.2,465.6,266.0,211.1,strike_001_p15ms.jpg
mount2,-12.0,8.0,0.5769,-2.768,6.094,0.2677,4,False,-1,,2,182.2,253.0,38.1,False,0.0,0.0,False,144.2,20.9,0.925,289.9,466.2,266.3,195.5,strike_002_p15ms.jpg
mount2,-12.0,8.0,0.5769,-2.768,6.094,0.2677,4,True,-1,,3,533.9,788.1,36.7,False,0.0,0.0,False,176.7,25.6,0.981,290.3,265.9,503.9,1709.1,strike_003_p15ms.jpg
mount2,-12.0,8.0,0.5769,-2.768,6.094,0.2677,4,False,-1,,4,538.5,701.7,37.7,False,0.0,0.0,False,137.4,19.9,0.937,503.7,560.0,267.2,1528.4,strike_004_p15ms.jpg
mount2,-12.0,8.0,0.5769,-2.768,6.094,0.2677,4,True,-1,,5,511.0,702.7,37.3,False,0.0,0.0,False,142.0,20.6,0.959,290.2,503.9,560.2,1442.3,strike_005_p15ms.jpg
mount2,-12.0,12.0,0.6788,-2.768,6.094,0.2677,4,True,-1,,1,490.8,684.3,36.4,False,0.0,0.0,False,148.5,21.5,0.964,290.6,503.3,269.7,1410.2,strike_001_p15ms.jpg
mount2,-12.0,12.0,0.6788,-2.768,6.094,0.2677,4,True,-1,,2,461.3,681.0,39.1,False,0.0,0.0,False,240.8,34.9,0.992,290.6,509.0,,1422.1,strike_002_p15ms.jpg
mount2,-12.0,12.0,0.6788,-2.768,6.094,0.2677,4,True,-1,,3,486.6,700.2,37.4,False,0.0,0.0,False,176.0,25.5,0.989,290.6,506.8,559.6,1449.5,strike_003_p15ms.jpg
mount2,-12.0,16.0,0.8,-2.768,6.094,0.2677,4,True,-1,,1,255.8,322.0,42.3,False,0.0,0.0,False,277.2,40.1,0.972,291.1,509.1,268.6,169.9,strike_001_p15ms.jpg
mount2,-12.0,16.0,0.8,-2.768,6.094,0.2677,4,True,-1,,2,260.8,336.9,43.6,False,0.0,0.0,False,285.1,41.3,0.976,290.9,509.4,268.8,183.1,strike_002_p15ms.jpg
mount2,-12.0,16.0,0.8,-2.768,6.094,0.2677,4,True,-1,,3,327.7,475.8,37.8,False,0.0,0.0,False,292.9,42.4,0.99,291.0,510.5,582.3,705.7,strike_003_p15ms.jpg
mount2,-12.0,-0.0,0.48,5.439,2.519,0.2398,5,False,-1,,1,100.0,129.3,43.2,False,0.0,0.0,False,147.7,21.4,0.961,286.8,463.2,119.7,33.0,strike_001_p15ms.jpg
mount2,-12.0,-0.0,0.48,5.439,2.519,0.2398,5,False,-1,,2,98.0,126.9,49.5,False,0.0,0.0,False,150.4,21.8,0.944,286.8,119.7,463.0,32.2,strike_002_p15ms.jpg
mount2,-12.0,-0.0,0.48,5.439,2.519,0.2398,5,False,-1,,3,14.1,21.8,28.4,False,0.0,0.0,False,230.6,33.4,0.903,286.8,119.8,461.9,0.9,strike_003_p15ms.jpg
mount2,-12.0,-0.0,0.48,5.439,2.519,0.2398,5,True,-1,,4,14.1,24.5,30.9,False,0.0,0.0,False,612.6,88.7,0.95,286.8,120.2,,1.4,strike_004_p15ms.jpg
mount2,-12.0,-0.0,0.48,5.439,2.519,0.2398,5,True,-1,,5,14.4,25.2,33.1,False,0.0,0.0,False,659.1,95.4,0.937,287.0,120.1,600.9,1.4,strike_005_p15ms.jpg
mount2,-12.0,-0.0,0.48,5.439,2.519,0.2398,5,True,-1,,6,14.1,23.6,29.7,False,0.0,0.0,False,379.2,54.9,0.941,287.3,119.9,,1.1,strike_006_p15ms.jpg
mount2,-16.0,4.0,0.6597,5.439,2.519,0.2398,5,True,-1,,1,14.6,26.1,30.7,False,0.0,0.0,False,803.5,116.3,0.965,287.6,119.9,509.5,1.6,strike_001_p15ms.jpg
mount2,-16.0,4.0,0.6597,5.439,2.519,0.2398,5,True,-1,,2,14.1,25.4,30.9,False,0.0,0.0,False,469.0,67.9,0.98,287.8,119.6,510.5,1.5,strike_002_p15ms.jpg
mount2,-16.0,4.0,0.6597,5.439,2.519,0.2398,5,True,-1,,3,-14.8,29.4,30.3,False,0.0,0.0,False,991.2,143.5,0.857,287.5,120.0,507.3,1.8,strike_003_p15ms.jpg
mount2,-16.0,8.0,0.7155,-2.768,6.094,0.2677,4,True,-1,,1,130.5,211.8,38.2,False,0.0,0.0,False,243.2,35.2,0.998,290.5,509.1,121.7,123.2,strike_001_p15ms.jpg
mount2,-16.0,8.0,0.7155,-2.768,6.094,0.2677,4,True,-1,,2,132.3,200.4,37.6,False,0.0,0.0,False,153.1,22.2,0.956,290.5,507.2,268.5,107.8,strike_002_p15ms.jpg
mount2,-16.0,8.0,0.7155,-2.768,6.094,0.2677,4,True,-1,,3,126.9,210.9,38.2,False,0.0,0.0,False,238.6,34.5,0.998,290.6,509.0,119.4,119.9,strike_003_p15ms.jpg
mount2,-16.0,12.0,0.8,-2.768,6.094,0.2677,4,True,-1,,1,289.5,433.2,37.2,False,0.0,0.0,False,276.0,40.0,0.995,291.0,508.9,121.5,503.2,strike_001_p15ms.jpg
mount2,-16.0,12.0,0.8,-2.768,6.094,0.2677,4,True,-1,,2,272.1,378.9,41.3,False,0.0,0.0,False,328.5,47.6,0.919,291.1,509.2,267.2,346.2,strike_002_p15ms.jpg
mount2,-16.0,12.0,0.8,-2.768,6.094,0.2677,4,True,-1,,3,293.4,441.7,37.6,False,0.0,0.0,False,275.1,39.8,0.994,291.0,509.1,581.0,511.8,strike_003_p15ms.jpg
mount2,-16.0,16.0,0.9051,-2.768,6.094,0.2677,4,True,-1,,1,79.8,136.5,42.1,False,0.0,0.0,False,556.5,80.6,0.995,505.0,291.0,268.5,23.8,strike_001_p15ms.jpg
mount2,-16.0,16.0,0.9051,-2.768,6.094,0.2677,4,True,-1,,2,92.6,166.5,42.9,False,0.0,0.0,False,590.9,85.5,0.994,505.2,291.4,268.6,26.0,strike_002_p15ms.jpg
mount2,-16.0,16.0,0.9051,-2.768,6.094,0.2677,4,True,-1,,3,84.4,143.5,40.2,False,0.0,0.0,False,564.5,81.7,0.994,505.1,291.5,268.3,22.6,strike_003_p15ms.jpg
mount2,-16.0,-0.0,0.64,5.439,2.519,0.2398,5,False,-1,,1,42.8,52.8,40.3,False,0.0,0.0,False,779.8,112.9,0.891,120.5,289.9,465.9,3.0,strike_001_p15ms.jpg
mount2,-16.0,-0.0,0.64,5.439,2.519,0.2398,5,False,-1,,2,47.9,67.4,42.3,False,0.0,0.0,False,159.1,23.0,0.976,286.9,120.1,463.1,7.7,strike_002_p15ms.jpg
mount2,-16.0,-0.0,0.64,5.439,2.519,0.2398,5,True,-1,,3,66.2,86.9,42.1,False,0.0,0.0,False,184.1,26.7,0.975,287.0,120.0,463.0,13.3,strike_003_p15ms.jpg
mount2,-16.0,-0.0,0.64,5.439,2.519,0.2398,5,True,-1,,4,71.1,101.7,45.9,False,0.0,0.0,False,212.1,30.7,0.993,287.2,463.0,120.4,17.2,strike_004_p15ms.jpg
mount2,-16.0,-0.0,0.64,5.439,2.519,0.2398,5,True,-1,,5,64.1,89.6,44.0,False,0.0,0.0,False,204.8,29.6,0.989,287.5,120.4,461.9,13.5,strike_005_p15ms.jpg
mount2,-20.0,4.0,0.8158,5.439,2.519,0.2398,5,True,-1,,1,17.2,28.1,32.3,False,0.0,0.0,False,284.8,41.2,0.96,288.6,120.1,266.9,1.3,strike_001_p15ms.jpg
mount2,-20.0,4.0,0.8158,5.439,2.519,0.2398,5,True,-1,,2,14.9,26.3,30.6,False,0.0,0.0,False,241.0,34.9,0.954,288.2,120.1,266.8,1.2,strike_002_p15ms.jpg
mount2,-20.0,4.0,0.8158,5.439,2.519,0.2398,5,True,-1,,3,14.2,25.6,30.3,False,0.0,0.0,False,312.8,45.3,0.927,288.6,119.8,266.8,1.4,strike_003_p15ms.jpg
mount2,-20.0,8.0,0.8616,5.439,2.519,0.2398,5,True,-1,,1,13.0,26.0,30.8,False,0.0,0.0,False,273.8,39.6,0.932,288.5,120.1,266.5,1.3,strike_001_p15ms.jpg
mount2,-20.0,8.0,0.8616,5.439,2.519,0.2398,5,True,-1,,2,-13.2,26.3,31.7,False,0.0,0.0,False,631.9,91.5,0.981,288.5,120.4,267.1,1.3,strike_002_p15ms.jpg
mount2,-20.0,8.0,0.8616,5.439,2.519,0.2398,5,True,-1,,3,12.9,25.0,29.2,False,0.0,0.0,False,302.3,43.8,0.957,288.8,119.7,267.2,1.2,strike_003_p15ms.jpg
mount2,-20.0,-0.0,0.8,5.439,2.519,0.2398,5,False,-1,,1,29.9,42.2,39.4,False,0.0,0.0,False,336.7,48.7,0.94,286.5,119.9,461.6,3.2,strike_001_p15ms.jpg
mount2,-20.0,-0.0,0.8,5.439,2.519,0.2398,5,False,-1,,2,31.4,48.9,40.7,False,0.0,0.0,False,316.9,45.9,0.971,286.2,119.9,461.1,3.6,strike_002_p15ms.jpg
mount2,-20.0,-0.0,0.8,5.439,2.519,0.2398,5,False,-1,,3,32.5,44.7,38.9,False,0.0,0.0,False,795.7,115.2,0.859,464.8,120.1,290.9,1.5,strike_003_p15ms.jpg
mount2,-20.0,-0.0,0.8,5.439,2.519,0.2398,5,True,-1,,4,35.1,45.9,38.1,False,0.0,0.0,False,763.2,110.5,0.813,120.2,466.3,269.4,1.7,strike_004_p15ms.jpg
mount2,-20.0,-0.0,0.8,5.439,2.519,0.2398,5,True,-1,,5,38.1,49.9,40.0,False,0.0,0.0,False,915.8,132.6,0.828,120.0,290.2,464.8,1.6,strike_005_p15ms.jpg
mount2,-20.0,-0.0,0.8,5.439,2.519,0.2398,5,True,-1,,6,32.7,41.5,37.9,False,0.0,0.0,False,743.4,107.6,0.91,120.6,290.3,466.1,1.4,strike_006_p15ms.jpg
mount3,0.0,0.0,0.0,0.401,0.0,0.016,1,True,-1,,1,-2510.7,4521.5,28.4,True,16.75,15.62,False,361.5,52.3,0.987,288.7,752.8,,102306.8,strike_001_p15ms.jpg
mount3,0.0,0.0,0.0,0.401,0.0,0.016,1,True,-1,,2,-2510.8,4848.9,29.6,True,14.5,14.5,False,152.3,22.1,0.927,288.9,,,99355.6,strike_002_p15ms.jpg
mount3,0.0,0.0,0.0,0.401,0.0,0.016,1,True,-1,,3,-2515.4,4563.3,29.2,True,14.62,14.62,False,395.0,57.2,0.944,288.8,,,96779.3,strike_003_p15ms.jpg
mount3,0.0,-4.0,0.16,0.401,0.0,0.016,1,False,-1,,1,2481.5,4945.1,40.6,True,7.88,3.62,False,569.2,82.4,0.924,506.2,289.5,,76503.8,strike_001_p15ms.jpg
mount3,0.0,-4.0,0.16,0.401,0.0,0.016,1,True,-1,,2,2477.0,4945.1,34.0,True,6.38,3.5,False,217.1,31.4,0.895,506.8,288.6,,47961.7,strike_002_p15ms.jpg
mount3,0.0,-4.0,0.16,0.401,0.0,0.016,1,False,-1,,3,2482.8,4945.1,33.5,True,12.38,3.88,False,463.3,67.1,0.983,507.1,289.2,,112710.6,strike_003_p15ms.jpg
mount3,0.0,-4.0,0.16,0.401,0.0,0.016,1,True,-1,,4,-2480.3,4945.1,38.2,True,16.12,16.12,False,281.5,40.8,0.92,288.9,578.6,,107431.2,strike_004_p15ms.jpg
mount3,0.0,-4.0,0.16,0.401,0.0,0.016,1,True,-1,,5,-2478.5,4945.1,34.4,True,17.25,16.0,False,208.0,30.1,0.927,288.8,,,110479.6,strike_005_p15ms.jpg
mount3,0.0,-8.0,0.32,-2.768,6.094,0.2677,4,True,-1,,1,2491.1,3848.2,32.1,True,10.12,4.88,False,392.0,56.7,0.948,288.7,508.9,,80581.9,strike_001_p15ms.jpg
mount3,0.0,-8.0,0.32,-2.768,6.094,0.2677,4,True,-1,,2,2490.4,3806.1,33.3,True,9.75,2.38,False,143.1,20.7,0.825,288.6,510.1,877.6,77168.7,strike_002_p15ms.jpg
mount3,0.0,-8.0,0.32,-2.768,6.094,0.2677,4,True,-1,,3,2489.5,4050.5,35.1,True,9.38,2.38,False,147.5,21.3,0.927,506.0,288.8,560.9,73376.2,strike_003_p15ms.jpg
mount3,0.0,-12.0,0.48,-2.768,6.094,0.2677,4,True,-1,,1,1513.7,2405.9,37.5,False,0.0,0.0,False,194.5,28.1,0.981,288.9,509.3,804.4,14507.1,strike_001_p15ms.jpg
mount3,0.0,-12.0,0.48,-2.768,6.094,0.2677,4,True,-1,,2,1432.3,2286.9,37.7,False,0.0,0.0,False,192.0,27.8,0.985,289.0,509.0,,13624.6,strike_002_p15ms.jpg
mount3,0.0,-12.0,0.48,-2.768,6.094,0.2677,4,True,-1,,3,1560.5,2398.9,39.5,False,0.0,0.0,False,239.9,34.7,0.995,288.8,508.8,559.2,14469.6,strike_003_p15ms.jpg
mount3,0.0,-16.0,0.64,-2.768,6.094,0.2677,4,True,-1,,1,437.4,613.5,40.8,False,0.0,0.0,False,277.7,40.2,0.971,509.3,289.5,,824.9,strike_001_p15ms.jpg
mount3,0.0,-16.0,0.64,-2.768,6.094,0.2677,4,True,-1,,2,432.9,597.1,38.4,False,0.0,0.0,False,172.4,25.0,0.979,289.6,509.2,,832.7,strike_002_p15ms.jpg
mount3,0.0,-16.0,0.64,-2.768,6.094,0.2677,4,True,-1,,3,435.7,606.2,38.4,False,0.0,0.0,False,151.8,22.0,0.96,509.4,289.3,755.9,811.2,strike_003_p15ms.jpg
